tconst	averageRating
tt0107296	6.8
tt0107298	7.7
tt0107301	5.8
tt0107302	6.7
tt0107304	3.6
tt0107305	8.0
tt0107306	7.8
tt0107307	6.8
tt0107309	6.3
tt0107311	7.2
tt0107312	7.1
tt0107313	3.6
tt0107314	6.3
tt0107315	6.6
tt0107316	4.2
tt0107317	4.6
tt0107319	4.6
tt0107320	3.9
tt0107321	5.1
tt0107322	7.5
tt0107323	6.3
tt0107324	6.6
tt0107326	6.1
tt0107330	7.4
tt0107331	6.7
tt0107333	4.8
tt0107334	6.4
tt0107335	6.6
tt0107336	5.3
tt0107337	7.0
tt0107338	7.6
tt0107339	7.3
tt0107340	6.8
tt0107345	5.5
tt0107346	7.4
tt0107347	6.3
tt0107348	5.1
tt0107349	6.4
tt0107350	7.1
tt0107353	4.3
tt0107354	6.2
tt0107356	4.6
tt0107358	7.6
tt0107359	6.5
tt0107360	7.8
tt0107362	6.4
tt0107364	4.4
tt0107366	7.1
tt0107372	6.1
tt0107373	8.1
tt0107374	6.6
tt0107376	8.2
tt0107382	7.6
tt0107384	5.7
tt0107387	4.8
tt0107388	6.4
tt0107389	4.3
tt0107391	6.9
tt0107392	3.2
tt0107393	4.7
tt0107394	6.4
tt0107398	6.0
tt0107399	6.5
tt0107401	5.5
tt0107402	6.8
tt0107403	6.8
tt0107404	3.6
tt0107405	5.3
tt0107413	5.6
tt0107416	6.2
tt0107417	4.8
tt0107419	8.4
tt0107422	5.0
tt0107426	6.1
tt0107427	5.1
tt0107428	6.3
tt0107430	4.3
tt0107432	7.5
tt0107434	6.1
tt0107435	4.6
tt0107437	5.9
tt0107438	4.4
tt0107440	5.2
tt0107442	7.5
tt0107443	6.8
tt0107444	5.8
tt0107445	6.7
tt0107446	6.3
tt0107447	6.7
tt0107448	5.8
tt0107450	5.3
tt0107451	5.1
tt0107453	6.7
tt0107454	4.1
tt0107455	7.0
tt0107457	7.5
tt0107459	5.8
tt0107460	5.9
tt0107461	7.7
tt0107462	6.7
tt0107463	5.8
tt0107467	5.0
tt0107468	6.8
tt0107471	7.1
tt0107472	7.9
tt0107473	6.2
tt0107474	7.3
tt0107475	6.8
tt0107476	7.4
tt0107478	5.0
tt0107479	7.1
tt0107480	6.3
tt0107481	4.8
tt0107484	5.9
tt0107485	7.0
tt0107486	6.8
tt0107489	7.8
tt0107490	6.9
tt0107492	6.8
tt0107494	5.3
tt0107495	5.2
tt0107496	4.2
tt0107497	6.4
tt0107498	6.9
tt0107501	6.7
tt0107504	5.2
tt0107505	4.1
tt0107507	7.4
tt0107508	7.4
tt0107511	6.2
tt0107514	6.1
tt0107515	5.6
tt0107518	6.1
tt0107520	5.1
tt0107521	5.6
tt0107522	3.9
tt0107523	5.8
tt0107528	6.2
tt0107529	6.8
tt0107531	6.4
tt0107533	5.5
tt0107535	6.4
tt0107537	6.7
tt0107542	3.1
tt0107543	6.0
tt0107544	6.7
tt0107547	7.4
tt0107554	7.5
tt0107555	5.6
tt0107558	7.9
tt0107561	4.8
tt0107562	6.0
tt0107563	5.2
tt0107564	6.1
tt0107565	5.6
tt0107566	6.5
tt0107568	4.5
tt0107570	5.1
tt0107571	4.4
tt0107572	5.6
tt0107573	6.9
tt0107575	6.6
tt0107579	6.6
tt0107580	7.8
tt0107582	6.9
tt0107583	7.0
tt0107584	4.0
tt0107586	5.4
tt0107587	4.9
tt0107588	6.9
tt0107590	4.4
tt0107594	5.8
tt0107595	8.0
tt0107597	4.5
tt0107599	5.8
tt0107601	5.6
tt0107604	6.6
tt0107606	5.4
tt0107609	6.1
tt0107610	4.6
tt0107611	5.8
tt0107612	3.8
tt0107613	5.9
tt0107614	7.0
tt0107615	4.6
tt0107616	7.3
tt0107617	7.3
tt0107618	3.8
tt0107621	6.7
tt0107623	7.1
tt0107624	6.2
tt0107625	8.0
tt0107626	5.4
tt0107628	5.9
tt0107629	7.0
tt0107630	6.8
tt0107631	5.0
tt0107636	6.4
tt0107638	2.3
tt0107639	6.1
tt0107642	6.1
tt0107643	5.4
tt0107644	6.0
tt0107647	7.0
tt0107650	6.6
tt0107651	6.3
tt0107652	7.0
tt0107653	7.8
tt0107654	4.5
tt0107656	4.6
tt0107657	6.0
tt0107658	7.0
tt0107659	6.2
tt0107660	2.7
tt0107661	7.1
tt0107662	7.3
tt0107664	5.8
tt0107665	6.3
tt0107666	5.7
tt0107667	5.4
tt0107668	5.4
tt0107669	6.9
tt0107670	7.2
tt0107672	6.1
tt0107677	2.8
tt0107678	7.8
tt0107679	5.5
tt0107680	4.1
tt0107681	5.2
tt0107683	2.2
tt0107684	4.1
tt0107685	6.0
tt0107686	6.5
tt0107687	3.2
tt0107688	8.0
tt0107690	7.5
tt0107692	7.9
tt0107693	6.9
tt0107695	4.1
tt0107696	5.4
tt0107697	6.9
tt0107699	5.8
tt0107700	6.0
tt0107701	6.4
tt0107702	5.8
tt0107705	8.5
tt0107709	6.6
tt0107710	6.0
tt0107711	5.7
tt0107712	6.4
tt0107713	5.9
tt0107714	5.7
tt0107715	1.5
tt0107719	5.8
tt0107720	8.3
tt0107721	7.1
tt0107722	6.8
tt0107723	6.2
tt0107726	6.6
tt0107727	7.2
tt0107728	7.1
tt0107729	6.7
tt0107730	6.1
tt0107736	7.5
tt0107738	6.4
tt0107739	6.6
tt0107743	7.5
tt0107745	6.5
tt0107747	7.1
tt0107748	7.4
tt0107750	6.6
tt0107751	6.8
tt0107752	3.8
tt0107753	4.7
tt0107755	6.1
tt0107756	7.2
tt0107759	6.9
tt0107762	5.1
tt0107763	4.0
tt0107764	4.0
tt0107766	6.6
tt0107767	8.2
tt0107768	8.4
tt0107771	6.4
tt0107772	5.2
tt0107773	5.4
tt0107777	5.8
tt0107778	5.8
tt0107779	5.2
tt0107780	4.6
tt0107781	7.2
tt0107784	4.0
tt0107787	7.3
tt0107788	6.6
tt0107792	7.1
tt0107796	7.7
tt0107797	3.9
tt0107798	6.6
tt0107799	4.5
tt0107800	5.0
tt0107802	6.6
tt0107803	5.8
tt0107805	6.5
tt0107806	6.0
tt0107807	5.5
tt0107808	7.6
tt0107809	6.7
tt0107815	6.5
tt0107816	6.4
tt0107818	7.7
tt0107819	4.5
tt0107820	5.2
tt0107821	5.7
tt0107822	7.6
tt0107823	3.8
tt0107824	4.3
tt0107825	5.7
tt0107827	6.3
tt0107829	5.0
tt0107832	6.3
tt0107834	7.2
tt0107840	6.0
tt0107842	3.2
tt0107843	6.1
tt0107845	5.5
tt0107850	5.3
tt0107852	6.3
tt0107853	5.7
tt0107855	6.5
tt0107863	5.5
tt0107865	5.1
tt0107866	6.6
tt0107867	5.7
tt0107870	4.4
tt0107872	4.6
tt0107875	6.8
tt0107876	5.9
tt0107877	4.0
tt0107878	4.6
tt0107889	6.5
tt0107891	5.9
tt0107892	3.1
tt0107893	6.5
tt0107894	5.0
tt0107895	5.2
tt0107896	8.1
tt0107897	4.6
tt0107898	6.4
tt0107900	5.2
tt0107901	6.5
tt0107903	7.8
tt0107904	6.5
tt0107905	4.9
tt0107906	5.7
tt0107907	5.0
tt0107912	5.3
tt0107913	7.0
tt0107914	5.0
tt0107916	5.0
tt0107917	5.4
tt0107918	2.9
tt0107920	7.4
tt0107922	6.5
tt0107924	5.2
tt0107925	7.0
tt0107927	5.5
tt0107930	5.1
tt0107937	5.5
tt0107940	8.2
tt0107943	7.8
tt0107945	5.4
tt0107946	5.2
tt0107947	5.1
tt0107948	7.1
tt0107949	5.4
tt0107953	5.9
tt0107954	1.6
tt0107956	5.2
tt0107957	6.7
tt0107958	5.6
tt0107960	5.7
tt0107962	4.3
tt0107966	6.5
tt0107969	6.2
tt0107972	6.4
tt0107974	7.1
tt0107977	6.7
tt0107978	4.1
tt0107979	4.1
tt0107981	7.2
tt0107982	4.7
tt0107983	6.6
tt0107984	6.7
tt0107985	6.0
tt0107986	4.9
tt0107987	6.5
tt0107988	5.0
tt0107990	7.8
tt0107991	5.7
tt0107992	4.7
tt0107994	6.9
tt0107995	5.5
tt0107997	7.8
tt0107999	5.0
tt0108000	7.0
tt0108001	7.2
tt0108002	7.5
tt0108003	6.5
tt0108006	6.4
tt0108008	5.5
tt0108009	6.9
tt0108010	5.7
tt0108011	4.2
tt0108012	6.6
tt0108015	8.8
tt0108016	6.1
tt0108021	5.7
tt0108023	5.5
tt0108026	7.2
tt0108027	6.8
tt0108028	8.0
tt0108029	7.0
tt0108031	7.0
tt0108035	6.2
tt0108036	6.2
tt0108037	7.8
tt0108038	4.5
tt0108041	6.9
tt0108042	8.1
tt0108043	7.8
tt0108045	3.7
tt0108046	8.8
tt0108047	7.2
tt0108052	8.9
tt0108053	5.8
tt0108059	6.6
tt0108065	7.4
tt0108067	6.6
tt0108069	7.2
tt0108070	4.4
tt0108071	7.3
tt0108072	6.4
tt0108073	6.5
tt0108074	7.2
tt0108075	5.9
tt0108077	6.4
tt0108081	7.5
tt0108085	6.9
tt0108089	4.8
tt0108090	6.5
tt0108091	5.1
tt0108094	6.3
tt0108097	6.1
tt0108099	7.5
tt0108101	7.3
tt0108105	7.1
tt0108109	6.5
tt0108111	7.8
tt0108112	6.1
tt0108113	4.8
tt0108115	6.2
tt0108116	5.8
tt0108118	7.7
tt0108119	7.5
tt0108122	7.7
tt0108123	5.5
tt0108124	5.1
tt0108126	4.1
tt0108127	5.1
tt0108128	8.4
tt0108134	6.4
tt0108135	5.3
tt0108137	5.8
tt0108138	8.1
tt0108142	4.1
tt0108143	4.9
tt0108144	6.3
tt0108145	7.9
tt0108146	4.9
tt0108147	5.6
tt0108148	7.5
tt0108149	6.8
tt0108150	4.6
tt0108153	2.8
tt0108154	3.4
tt0108155	6.2
tt0108160	6.8
tt0108162	5.0
tt0108164	6.0
tt0108166	6.8
tt0108167	7.4
tt0108168	5.6
tt0108169	3.8
tt0108171	6.1
tt0108172	6.7
tt0108173	5.4
tt0108174	6.4
tt0108175	6.5
tt0108176	7.7
tt0108178	4.8
tt0108179	4.4
tt0108180	6.6
tt0108182	6.1
tt0108183	8.3
tt0108185	6.2
tt0108186	5.8
tt0108187	3.9
tt0108188	7.5
tt0108191	6.4
tt0108192	7.7
tt0108193	6.5
tt0108194	7.7
tt0108200	6.8
tt0108205	7.7
tt0108206	7.9
tt0108207	5.6
tt0108211	7.5
tt0108212	4.9
tt0108216	8.1
tt0108218	5.3
tt0108220	7.0
tt0108221	6.2
tt0108226	7.0
tt0108227	6.5
tt0108228	5.7
tt0108229	6.9
tt0108231	4.7
tt0108233	6.5
tt0108234	5.4
tt0108235	7.1
tt0108236	5.7
tt0108237	4.6
tt0108238	5.8
tt0108245	6.4
tt0108248	5.5
tt0108252	6.9
tt0108253	4.9
tt0108254	5.5
tt0108255	4.0
tt0108256	8.1
tt0108257	6.8
tt0108258	5.1
tt0108260	6.6
tt0108262	6.0
tt0108263	6.1
tt0108264	5.1
tt0108265	6.8
tt0108268	3.8
tt0108273	6.3
tt0108274	9.3
tt0108275	4.7
tt0108276	8.1
tt0108277	4.5
tt0108279	6.9
tt0108281	7.2
tt0108282	5.0
tt0108285	6.2
tt0108289	7.6
tt0108290	6.1
tt0108291	6.8
tt0108292	6.2
tt0108293	6.3
tt0108294	2.1
tt0108304	4.5
tt0108305	6.1
tt0108306	5.6
tt0108308	4.8
tt0108309	6.5
tt0108311	5.3
tt0108313	5.1
tt0108315	6.7
tt0108317	6.8
tt0108318	6.2
tt0108320	6.5
tt0108323	7.4
tt0108327	6.4
tt0108328	7.5
tt0108329	7.1
tt0108330	7.3
tt0108331	6.6
tt0108333	6.4
tt0108334	5.5
tt0108335	6.5
tt0108336	4.9
tt0108337	5.8
tt0108338	6.9
tt0108339	5.4
tt0108341	7.6
tt0108342	4.3
tt0108344	5.4
tt0108345	7.4
tt0108348	5.6
tt0108349	5.5
tt0108350	3.5
tt0108351	4.5
tt0108355	6.2
tt0108356	6.2
tt0108357	5.3
tt0108358	7.8
tt0108359	6.3
tt0108360	3.8
tt0108362	6.4
tt0108363	4.5
tt0108366	6.3
tt0108369	5.6
tt0108370	6.1
tt0108372	4.6
tt0108376	6.4
tt0108379	5.2
tt0108384	5.5
tt0108385	5.0
tt0108386	4.6
tt0108388	6.0
tt0108392	7.2
tt0108394	7.9
tt0108395	5.4
tt0108396	6.4
tt0108399	7.9
tt0108401	5.9
tt0108403	4.7
tt0108405	7.1
tt0108406	7.4
tt0108407	8.1
tt0108408	6.3
tt0108409	5.7
tt0108410	6.3
tt0108412	7.0
tt0108414	8.0
tt0108417	6.1
tt0108418	6.3
tt0108420	6.1
tt0108421	7.1
tt0108425	7.0
tt0108426	6.6
tt0108427	2.8
tt0108429	8.7
tt0108435	6.4
tt0108440	5.2
tt0108442	6.1
tt0108443	6.5
tt0108445	4.3
tt0108447	5.2
tt0108451	6.8
tt0108457	5.6
tt0108459	7.9
tt0108468	7.2
tt0108470	4.1
tt0108471	7.4
tt0108472	5.7
tt0108473	6.3
tt0108474	5.3
tt0108477	5.9
tt0108478	5.9
tt0108480	7.0
tt0108482	6.7
tt0108484	6.4
tt0108487	6.3
tt0108488	3.8
tt0108489	8.2
tt0108490	8.3
tt0108493	6.1
tt0108495	4.7
tt0108497	6.4
tt0108500	7.0
tt0108501	5.1
tt0108502	7.4
tt0108504	7.6
tt0108506	5.8
tt0108508	3.2
tt0108509	6.9
tt0108510	3.0
tt0108511	6.8
tt0108512	5.4
tt0108515	7.4
tt0108516	7.4
tt0108517	5.4
tt0108518	6.9
tt0108519	5.1
tt0108521	6.4
tt0108525	6.2
tt0108526	6.1
tt0108528	5.9
tt0108539	4.8
tt0108540	8.1
tt0108542	5.6
tt0108544	5.8
tt0108545	5.5
tt0108546	7.0
tt0108549	7.7
tt0108550	7.8
tt0108551	7.3
tt0108554	5.9
tt0108555	6.1
tt0108557	6.6
tt0108558	5.4
tt0108559	5.8
tt0108560	5.4
tt0108561	5.6
tt0108565	5.7
tt0108568	4.7
tt0108569	5.5
tt0108571	6.3
tt0108574	7.4
tt0108576	4.1
tt0108577	5.0
tt0108583	6.9
tt0108585	6.1
tt0108588	4.1
tt0108592	6.8
tt0108593	6.7
tt0108596	7.1
tt0108597	5.9
tt0108599	6.5
tt0108600	6.7
tt0108601	6.0
tt0108602	7.8
tt0108605	6.1
tt0108606	5.8
tt0108607	6.4
tt0108608	7.3
tt0108609	5.4
tt0108610	5.6
tt0108611	7.1
tt0108612	8.1
tt0108613	6.3
tt0108614	6.0
tt0108615	6.1
tt0108617	5.3
tt0108618	4.2
tt0108619	6.2
tt0108620	5.4
tt0108621	5.6
tt0108622	6.7
tt0108623	4.3
tt0108624	6.4
tt0108625	4.6
tt0108626	5.8
tt0108627	5.7
tt0108629	6.8
tt0108630	6.6
tt0108631	7.4
tt0108632	5.0
tt0108633	5.7
tt0108634	5.4
tt0108636	5.3
tt0108637	5.0
tt0108638	7.2
tt0108640	6.2
tt0108644	7.1
tt0108645	4.2
tt0108647	5.1
tt0108649	5.9
tt0108650	6.5
tt0108651	6.7
tt0108652	6.9
tt0108653	5.6
tt0108654	5.9
tt0108655	7.0
tt0108656	6.8
tt0108657	5.4
tt0108658	6.5
tt0108659	6.5
tt0108660	6.7
tt0108661	6.0
tt0108662	7.4
tt0108663	3.1
tt0108664	5.9
tt0108670	6.1
tt0108672	6.5
tt0108673	4.9
tt0108674	6.5
tt0108675	4.8
tt0108677	7.9
tt0108782	6.5
tt0108922	6.1
tt0108996	4.0
tt0108997	5.8
tt0108999	6.6
tt0109000	7.1
tt0109001	6.2
tt0109004	4.0
tt0109005	6.2
tt0109006	5.5
tt0109008	6.7
tt0109010	7.2
tt0109012	4.1
tt0109015	4.5
tt0109020	7.2
tt0109021	6.6
tt0109022	7.1
tt0109026	7.0
tt0109027	6.1
tt0109028	7.0
tt0109030	6.3
tt0109031	5.2
tt0109032	6.1
tt0109033	3.6
tt0109034	6.8
tt0109035	6.6
tt0109037	7.4
tt0109040	6.9
tt0109042	4.4
tt0109043	6.9
tt0109044	7.7
tt0109045	7.4
tt0109048	5.1
tt0109050	5.7
tt0109056	6.2
tt0109057	6.1
tt0109059	6.2
tt0109064	8.1
tt0109066	7.4
tt0109067	5.5
tt0109068	6.1
tt0109069	3.9
tt0109071	7.1
tt0109074	7.0
tt0109075	5.5
tt0109082	5.0
tt0109083	4.6
tt0109084	6.9
tt0109085	6.7
tt0109086	4.8
tt0109087	5.0
tt0109091	4.9
tt0109092	6.2
tt0109093	6.9
tt0109094	6.3
tt0109095	7.0
tt0109098	4.2
tt0109099	5.7
tt0109101	6.2
tt0109102	5.7
tt0109103	6.9
tt0109104	7.4
tt0109105	6.4
tt0109106	5.7
tt0109108	6.8
tt0109109	7.3
tt0109110	6.6
tt0109111	6.3
tt0109112	7.0
tt0109113	6.4
tt0109114	3.6
tt0109116	4.3
tt0109117	8.2
tt0109118	7.0
tt0109120	5.7
tt0109121	6.4
tt0109123	5.8
tt0109125	5.4
tt0109127	6.1
tt0109128	7.4
tt0109129	5.4
tt0109132	6.6
tt0109133	5.4
tt0109134	6.9
tt0109135	5.7
tt0109136	4.3
tt0109137	5.9
tt0109140	7.4
tt0109142	7.6
tt0109144	4.5
tt0109146	7.0
tt0109148	7.6
tt0109153	5.5
tt0109154	4.8
tt0109157	5.6
tt0109159	6.7
tt0109162	5.9
tt0109164	6.4
tt0109165	5.3
tt0109169	8.1
tt0109171	6.3
tt0109172	6.7
tt0109173	7.8
tt0109174	7.0
tt0109177	7.1
tt0109178	5.3
tt0109179	5.7
tt0109184	7.3
tt0109185	6.4
tt0109190	6.1
tt0109191	5.4
tt0109192	6.1
tt0109195	5.4
tt0109196	4.5
tt0109198	5.2
tt0109200	6.9
tt0109201	6.4
tt0109203	6.7
tt0109206	7.6
tt0109213	5.6
tt0109214	6.4
tt0109215	5.6
tt0109217	4.7
tt0109218	3.6
tt0109219	7.0
tt0109221	6.7
tt0109226	5.2
tt0109227	4.6
tt0109232	5.0
tt0109234	5.0
tt0109235	8.0
tt0109236	6.6
tt0109237	6.5
tt0109239	7.4
tt0109243	6.2
tt0109244	5.1
tt0109246	4.1
tt0109253	7.9
tt0109254	5.6
tt0109255	6.5
tt0109257	6.2
tt0109260	7.9
tt0109261	5.6
tt0109262	6.3
tt0109263	6.2
tt0109265	6.8
tt0109266	6.2
tt0109269	6.8
tt0109271	3.9
tt0109273	6.5
tt0109277	7.7
tt0109279	6.6
tt0109280	4.1
tt0109281	6.4
tt0109284	4.0
tt0109285	7.5
tt0109286	7.4
tt0109287	5.3
tt0109288	5.0
tt0109291	6.1
tt0109293	6.1
tt0109295	3.5
tt0109297	6.2
tt0109300	4.4
tt0109303	6.2
tt0109305	6.2
tt0109306	6.4
tt0109307	5.6
tt0109310	6.3
tt0109311	6.7
tt0109312	6.0
tt0109313	3.5
tt0109318	4.7
tt0109319	4.8
tt0109321	6.1
tt0109323	5.0
tt0109324	4.8
tt0109325	5.2
tt0109327	6.1
tt0109329	6.6
tt0109330	4.6
tt0109331	6.8
tt0109333	6.9
tt0109334	7.0
tt0109336	4.2
tt0109337	6.3
tt0109339	7.2
tt0109340	7.2
tt0109343	4.3
tt0109345	4.9
tt0109346	6.0
tt0109347	3.9
tt0109348	7.4
tt0109349	6.0
tt0109352	5.6
tt0109353	6.5
tt0109354	5.8
tt0109355	6.1
tt0109356	6.6
tt0109357	6.2
tt0109358	7.6
tt0109359	6.1
tt0109360	3.8
tt0109361	5.4
tt0109362	7.2
tt0109363	7.2
tt0109364	2.9
tt0109366	6.9
tt0109368	6.1
tt0109369	6.0
tt0109370	6.0
tt0109372	6.6
tt0109374	6.4
tt0109376	2.5
tt0109378	6.7
tt0109379	6.2
tt0109380	6.7
tt0109381	7.6
tt0109382	7.3
tt0109383	5.0
tt0109384	6.9
tt0109385	6.6
tt0109386	5.2
tt0109388	6.8
tt0109390	5.3
tt0109391	3.6
tt0109392	6.4
tt0109393	5.8
tt0109394	8.0
tt0109398	6.0
tt0109400	4.6
tt0109402	5.9
tt0109403	5.1
tt0109405	5.4
tt0109407	5.0
tt0109409	4.8
tt0109410	6.7
tt0109411	7.1
tt0109412	6.0
tt0109415	4.1
tt0109417	6.2
tt0109418	6.5
tt0109420	5.7
tt0109422	7.4
tt0109423	6.1
tt0109424	8.1
tt0109427	5.2
tt0109428	6.6
tt0109430	6.3
tt0109433	6.6
tt0109434	6.4
tt0109436	7.3
tt0109439	5.5
tt0109440	7.7
tt0109441	4.1
tt0109442	4.3
tt0109443	5.7
tt0109444	6.9
tt0109445	7.7
tt0109446	6.7
tt0109447	5.5
tt0109448	7.0
tt0109449	4.6
tt0109450	6.4
tt0109454	6.9
tt0109456	5.2
tt0109457	6.7
tt0109461	6.6
tt0109462	7.3
tt0109466	6.3
tt0109469	6.1
tt0109471	6.9
tt0109473	6.1
tt0109474	6.8
tt0109478	4.8
tt0109480	5.2
tt0109484	6.6
tt0109485	7.7
tt0109489	6.1
tt0109491	6.7
tt0109493	5.9
tt0109494	4.6
tt0109495	7.5
tt0109497	6.0
tt0109498	3.9
tt0109499	6.2
tt0109502	5.6
tt0109503	4.6
tt0109504	7.0
tt0109506	7.6
tt0109508	8.0
tt0109509	8.2
tt0109510	6.9
tt0109511	5.0
tt0109512	8.6
tt0109513	7.7
tt0109514	6.0
tt0109515	3.8
tt0109516	4.0
tt0109517	4.2
tt0109518	3.7
tt0109520	6.1
tt0109521	7.0
tt0109524	6.4
tt0109525	5.4
tt0109526	4.9
tt0109528	7.0
tt0109529	7.1
tt0109532	4.8
tt0109534	3.9
tt0109535	4.0
tt0109536	4.2
tt0109538	7.0
tt0109540	5.3
tt0109545	2.7
tt0109546	4.0
tt0109548	5.0
tt0109549	5.6
tt0109550	6.2
tt0109551	4.7
tt0109553	5.3
tt0109555	7.8
tt0109560	6.2
tt0109561	5.1
tt0109563	5.3
tt0109564	3.8
tt0109566	4.9
tt0109569	4.7
tt0109570	5.2
tt0109571	3.1
tt0109573	5.3
tt0109575	5.7
tt0109576	4.4
tt0109577	3.6
tt0109578	4.9
tt0109579	7.3
tt0109580	8.2
tt0109581	5.3
tt0109582	6.0
tt0109584	6.9
tt0109586	7.5
tt0109588	4.5
tt0109592	7.2
tt0109593	4.6
tt0109595	3.7
tt0109596	1.7
tt0109597	5.8
tt0109600	5.9
tt0109601	7.1
tt0109602	7.1
tt0109605	5.8
tt0109606	7.8
tt0109608	7.2
tt0109610	5.5
tt0109611	5.7
tt0109612	5.3
tt0109614	6.3
tt0109615	1.9
tt0109616	6.0
tt0109618	6.9
tt0109619	8.0
tt0109620	7.0
tt0109621	6.7
tt0109624	4.3
tt0109625	7.1
tt0109627	3.8
tt0109631	6.4
tt0109632	5.2
tt0109635	6.1
tt0109637	4.0
tt0109641	6.5
tt0109642	7.4
tt0109643	4.7
tt0109645	6.7
tt0109646	6.4
tt0109653	6.8
tt0109655	7.0
tt0109656	4.3
tt0109657	5.0
tt0109659	6.2
tt0109661	5.5
tt0109664	7.4
tt0109665	6.2
tt0109667	6.0
tt0109674	8.2
tt0109675	4.8
tt0109676	5.6
tt0109678	5.1
tt0109679	6.1
tt0109680	6.6
tt0109681	6.1
tt0109682	8.2
tt0109683	6.8
tt0109685	7.6
tt0109686	7.3
tt0109688	7.2
tt0109689	7.5
tt0109690	6.6
tt0109691	7.4
tt0109692	6.7
tt0109694	4.0
tt0109697	7.8
tt0109699	6.6
tt0109702	7.1
tt0109703	5.4
tt0109705	6.1
tt0109706	8.2
tt0109707	7.8
tt0109708	7.3
tt0109710	4.6
tt0109711	6.1
tt0109712	6.7
tt0109713	6.7
tt0109716	5.4
tt0109719	6.5
tt0109721	5.6
tt0109722	3.8
tt0109723	4.3
tt0109724	7.4
tt0109727	5.6
tt0109728	5.1
tt0109729	7.6
tt0109731	7.1
tt0109732	6.7
tt0109733	6.7
tt0109734	7.8
tt0109735	5.7
tt0109737	6.6
tt0109738	7.1
tt0109739	4.7
tt0109740	6.7
tt0109742	4.9
tt0109744	5.6
tt0109746	7.1
tt0109747	7.8
tt0109749	7.4
tt0109751	6.5
tt0109754	7.1
tt0109757	6.5
tt0109758	4.2
tt0109759	7.1
tt0109760	4.5
tt0109761	4.9
tt0109764	4.3
tt0109765	5.3
tt0109767	6.3
tt0109770	3.8
tt0109771	6.8
tt0109772	6.2
tt0109774	7.0
tt0109775	3.6
tt0109780	5.0
tt0109781	7.4
tt0109782	5.0
tt0109783	5.2
tt0109784	6.7
tt0109785	6.3
tt0109786	6.0
tt0109788	4.0
tt0109789	6.8
tt0109790	7.9
tt0109791	7.1
tt0109793	3.8
tt0109795	3.7
tt0109796	4.5
tt0109797	6.4
tt0109798	5.8
tt0109800	6.5
tt0109801	6.0
tt0109802	6.1
tt0109803	6.2
tt0109804	5.9
tt0109805	8.3
tt0109808	5.3
tt0109809	4.8
tt0109810	4.9
tt0109811	4.8
tt0109813	4.9
tt0109815	4.9
tt0109816	5.9
tt0109818	5.5
tt0109823	6.0
tt0109827	6.0
tt0109828	5.9
tt0109830	8.8
tt0109831	7.0
tt0109834	6.7
tt0109835	5.8
tt0109836	6.4
tt0109837	5.7
tt0109838	6.4
tt0109839	7.7
tt0109840	4.7
tt0109842	7.6
tt0109843	5.4
tt0109848	4.8
tt0109851	7.2
tt0109854	3.0
tt0109855	6.8
tt0109858	4.5
tt0109859	6.7
tt0109860	6.1
tt0109861	7.2
tt0109862	7.8
tt0109867	6.3
tt0109872	6.6
tt0109875	7.7
tt0109880	6.2
tt0109884	5.7
tt0109889	8.0
tt0109890	5.8
tt0109891	4.8
tt0109893	5.6
tt0109896	2.7
tt0109897	5.1
tt0109899	5.9
tt0109900	7.4
tt0109902	7.9
tt0109905	2.7
tt0109906	6.2
tt0109908	7.7
tt0109912	4.6
tt0109913	5.6
tt0109916	5.9
tt0109917	5.2
tt0109918	7.4
tt0109920	5.0
tt0109921	5.9
tt0109922	5.5
tt0109924	4.0
tt0109927	6.7
tt0109929	5.1
tt0109930	6.8
tt0109933	5.1
tt0109934	7.4
tt0109936	6.3
tt0109942	6.3
tt0109945	5.8
tt0109946	7.2
tt0109947	5.3
tt0109948	7.5
tt0109949	6.9
tt0109951	6.2
tt0109953	4.4
tt0109955	3.8
tt0109958	7.3
tt0109959	5.3
tt0109962	7.2
tt0109963	6.8
tt0109965	6.0
tt0109966	4.0
tt0109968	4.3
tt0109969	3.3
tt0109972	6.4
tt0109973	8.1
tt0109975	7.0
tt0109981	6.5
tt0109982	5.6
tt0109984	5.9
tt0109986	4.8
tt0109987	3.7
tt0109991	6.7
tt0109994	7.1
tt0109995	6.3
tt0109996	5.9
tt0110001	5.2
tt0110005	7.3
tt0110006	6.6
tt0110007	7.6
tt0110008	7.3
tt0110009	6.4
tt0110010	5.4
tt0110011	8.0
tt0110013	6.3
tt0110022	2.9
tt0110023	5.3
tt0110024	5.2
tt0110025	7.5
tt0110027	4.5
tt0110028	7.9
tt0110029	5.6
tt0110034	6.5
tt0110036	6.1
tt0110037	4.5
tt0110038	5.7
tt0110040	2.5
tt0110041	7.1
tt0110044	5.2
tt0110045	5.0
tt0110051	7.0
tt0110052	4.8
tt0110053	7.1
tt0110054	6.4
tt0110055	5.5
tt0110057	8.3
tt0110061	3.9
tt0110064	4.6
tt0110065	4.9
tt0110066	6.0
tt0110069	5.5
tt0110070	5.5
tt0110071	6.2
tt0110073	6.1
tt0110074	7.2
tt0110075	5.1
tt0110076	7.5
tt0110078	6.0
tt0110080	6.9
tt0110081	8.3
tt0110083	5.1
tt0110085	6.9
tt0110089	6.6
tt0110091	6.9
tt0110093	5.3
tt0110095	4.7
tt0110097	5.5
tt0110099	6.2
tt0110100	3.3
tt0110101	6.9
tt0110105	3.7
tt0110108	3.9
tt0110109	4.9
tt0110115	6.4
tt0110116	7.5
tt0110117	4.8
tt0110118	4.1
