tconst	averageRating
tt1072754	5.0
tt1072756	7.3
tt10728282	7.7
tt10730850	8.3
tt1073096	6.1
tt1073097	6.2
tt1073098	4.6
tt1073099	5.8
tt1073105	5.8
tt1073107	7.6
tt1073116	9.0
tt1073118	7.5
tt1073122	7.4
tt1073123	4.8
tt1073128	5.5
tt1073134	4.0
tt1073135	7.6
tt1073143	7.4
tt1073147	4.0
tt10731610	7.0
tt10731800	6.7
tt10731866	7.5
tt1073221	3.5
tt1073223	7.6
tt1073228	7.8
tt1073240	4.1
tt1073241	7.2
tt1073242	3.3
tt1073246	4.6
tt1073248	8.5
tt10732682	5.5
tt10733318	8.8
tt10733762	7.2
tt10733938	5.2
tt1073482	3.5
tt1073486	4.2
tt1073491	5.2
tt10734928	7.2
tt1073498	2.8
tt1073508	4.3
tt1073516	6.7
tt1073519	3.6
tt10735202	8.3
tt1073520	5.3
tt1073531	7.2
tt1073534	6.3
tt1073535	6.6
tt10735358	8.3
tt1073545	6.7
tt1073548	6.2
tt1073549	5.4
tt1073624	6.2
tt10736336	7.1
tt1073653	3.1
tt1073654	3.7
tt1073655	6.6
tt1073659	4.8
tt1073660	5.1
tt1073665	5.7
tt1073666	6.8
tt1073669	5.9
tt1073670	6.2
tt1073671	5.6
tt10736726	6.2
tt1073673	6.2
tt10737904	5.5
tt10738722	7.4
tt10738764	6.1
tt10738782	8.2
tt10738796	9.8
tt10738914	3.6
tt10739102	7.4
tt10739214	6.1
tt10739982	6.8
tt10740846	3.6
tt1074191	6.0
tt1074194	7.7
tt1074201	5.5
tt1074208	6.8
tt1074213	6.2
tt1074214	5.1
tt1074215	6.1
tt10742222	7.4
tt10742270	9.2
tt10742850	8.1
tt10742908	7.6
tt10745896	6.6
tt1074636	7.4
tt1074638	7.7
tt1074641	3.1
tt1074643	2.7
tt1074646	6.8
tt1074648	7.3
tt1074652	8.1
tt1074653	5.4
tt1074654	5.1
tt10746674	3.0
tt10747024	6.8
tt10747038	6.3
tt10747254	7.9
tt1074929	6.3
tt1074931	4.4
tt1074941	7.1
tt1074945	6.2
tt1074959	6.2
tt1074961	7.6
tt10749664	7.6
tt1074966	7.9
tt10749672	7.1
tt10749710	5.9
tt10749760	7.9
tt1074976	2.4
tt1074978	4.2
tt10749786	6.5
tt10749896	7.1
tt1075006	7.9
tt1075055	6.2
tt1075072	5.9
tt1075086	8.0
tt1075109	5.5
tt1075110	7.4
tt1075111	5.0
tt1075113	5.8
tt1075114	6.9
tt1075115	5.3
tt1075116	5.9
tt10752196	6.5
tt1075365	7.9
tt1075368	7.7
tt1075417	5.7
tt1075419	7.0
tt1075636	7.0
tt10756374	6.7
tt1075642	4.3
tt1075644	6.1
tt1075649	7.6
tt1075747	4.7
tt1075748	7.4
tt1075749	4.9
tt1075782	7.2
tt10757976	6.0
tt1075823	7.4
tt10758240	6.8
tt1075836	7.3
tt10758534	8.2
tt10758544	7.1
tt10760928	4.3
tt10761012	5.6
tt10761128	6.7
tt10761334	9.5
tt1076250	7.2
tt1076251	6.1
tt10763618	7.2
tt10763826	7.8
tt10763914	7.4
tt10764416	8.4
tt10764458	3.2
tt10765852	8.8
tt10765896	6.3
tt10766348	7.4
tt10767168	7.2
tt10767426	6.8
tt10767744	6.4
tt1076778	5.1
tt10767802	6.8
tt1076790	4.3
tt1076794	7.2
tt1076796	6.1
tt1076797	3.0
tt10767976	9.3
tt1076821	5.4
tt10768346	6.6
tt1076843	8.2
tt1076847	6.0
tt10768586	7.1
tt10768678	7.5
tt1076870	7.0
tt1076871	7.1
tt10768782	7.6
tt1076993	8.2
tt1077012	7.7
tt1077026	5.5
tt1077031	5.4
tt1077070	6.7
tt1077071	6.7
tt1077073	6.6
tt1077074	6.9
tt1077076	6.2
tt1077083	4.4
tt1077084	5.0
tt1077085	3.5
tt1077089	7.3
tt1077091	6.1
tt1077094	7.2
tt1077097	5.4
tt10771232	6.8
tt1077234	3.8
tt1077236	3.0
tt1077237	8.0
tt1077238	7.0
tt1077243	5.7
tt1077248	7.8
tt1077251	5.8
tt1077252	6.0
tt1077255	5.2
tt1077258	7.1
tt1077259	7.3
tt1077262	7.3
tt1077274	6.8
tt10772876	7.1
tt10773014	7.2
tt10773124	8.3
tt10773380	9.2
tt10773408	7.7
tt1077346	5.0
tt1077349	4.5
tt10773606	6.2
tt1077368	6.2
tt10776598	6.6
tt10778782	5.7
tt10779084	7.2
tt1078188	7.6
tt1078276	8.0
tt1078281	6.2
tt1078292	7.1
tt10783128	5.1
tt10783592	7.9
tt10783920	4.4
tt10785310	7.2
tt10785618	7.2
tt1078577	5.7
tt1078581	4.1
tt1078582	6.7
tt1078583	5.9
tt1078585	7.1
tt1078586	7.8
tt1078588	7.4
tt1078591	5.4
tt1078597	3.3
tt1078600	5.8
tt1078603	7.1
tt1078605	6.8
tt10786684	3.4
tt10788798	8.8
tt1078885	4.4
tt1078890	8.2
tt1078891	6.4
tt1078895	5.2
tt1078896	5.7
tt1078897	6.7
tt1078904	6.8
tt1078912	6.0
tt1078917	6.4
tt1078931	4.5
tt10789322	6.9
tt1078933	4.7
tt1078940	5.5
tt10790396	7.3
tt10791138	7.3
tt10792582	8.0
tt10793310	6.8
tt1079348	6.9
tt1079360	4.8
tt10793634	3.5
tt10793640	6.1
tt10793644	6.9
tt1079372	3.7
tt1079383	7.6
tt10793982	7.9
tt1079447	2.1
tt1079450	6.7
tt10794522	8.1
tt1079452	7.7
tt10795144	8.6
tt10795414	7.7
tt10795958	7.8
tt10797260	8.9
tt10798914	6.8
tt10798940	8.2
tt10799014	8.2
tt1079956	6.5
tt1079964	4.9
tt1079967	2.0
tt1079968	4.7
tt1079972	7.2
tt1079974	6.3
tt1079977	9.2
tt1079979	4.3
tt1079980	4.8
tt1079987	4.9
tt1080001	5.7
tt1080011	5.6
tt1080012	6.3
tt1080016	6.9
tt1080019	5.3
tt1080035	4.5
tt10800568	2.4
tt10800758	5.3
tt10800932	5.4
tt10801352	7.6
tt10801398	5.2
tt10801582	5.9
tt10804300	6.0
tt1080538	5.8
tt1080539	5.6
tt10805432	7.6
tt1080548	5.6
tt10805588	9.3
tt10805618	7.3
tt1080568	4.4
tt10805864	7.2
tt1080597	8.6
tt1080647	7.1
tt1080671	6.5
tt1080677	5.9
tt1080695	6.5
tt1080707	5.9
tt1080716	7.6
tt1080735	7.8
tt1080767	5.2
tt1080774	5.2
tt1080781	4.7
tt1080813	5.6
tt10808474	7.8
tt10808544	7.8
tt1080857	6.6
tt1080877	7.0
tt1080882	5.0
tt10808840	6.3
tt1080930	5.5
tt10809316	4.6
tt10809934	7.9
tt10809946	9.3
tt10810116	4.2
tt10810730	5.9
tt10811070	4.6
tt10813338	6.8
tt10814118	6.6
tt10814494	6.6
tt10815036	6.5
tt10815648	5.4
tt10815982	9.0
tt10816510	7.9
tt10816556	6.0
tt10818486	4.8
tt10818938	5.4
tt1081915	7.3
tt1081919	6.6
tt1081929	7.0
tt1081930	5.5
tt1081935	6.9
tt1081936	6.0
tt1081942	4.4
tt1081956	6.7
tt1081957	5.0
tt1081964	6.7
tt1081975	6.8
tt1081991	6.8
tt1082007	5.7
tt1082009	6.9
tt1082022	5.5
tt1082031	7.9
tt1082045	8.0
tt10820486	8.5
tt1082051	5.3
tt1082063	5.5
tt1082064	3.9
tt1082075	6.2
tt10820876	6.1
tt1082088	7.7
tt1082093	3.1
tt1082133	7.4
tt1082144	5.6
tt10825504	9.2
tt1082577	5.3
tt10825926	2.6
tt1082592	9.2
tt10825934	5.1
tt1082599	4.8
tt1082601	5.6
tt10826520	6.3
tt10826972	6.6
tt10827864	8.8
tt1082805	5.8
tt1082807	6.1
tt1082808	7.6
tt1082812	6.2
tt1082813	5.7
tt1082815	5.1
tt1082820	6.3
tt1082822	5.2
tt1082828	1.6
tt1082834	7.6
tt1082841	5.1
tt1082847	6.0
tt1082851	7.9
tt10828520	7.9
tt1082853	5.8
tt1082862	6.2
tt1082868	6.0
tt1082869	4.0
tt1082872	7.1
tt1082876	7.8
tt1082881	5.9
tt1082885	6.2
tt1082886	7.0
tt10829286	7.5
tt10830000	6.9
tt10832730	10.0
tt10833152	9.3
tt10833860	7.1
tt10834046	3.7
tt1083444	7.6
tt1083447	2.5
tt1083450	6.9
tt1083452	7.4
tt1083456	6.1
tt1083462	5.1
tt1083468	2.8
tt1083470	6.1
tt1083476	7.9
tt10834986	7.8
tt1083852	5.9
tt1083853	6.2
tt10839434	4.6
tt1083983	7.4
tt1083986	7.0
tt1083988	4.5
tt1084008	7.5
tt10840162	6.3
tt10840164	5.1
tt1084019	7.0
tt1084023	5.5
tt1084025	5.9
tt1084027	6.1
tt1084045	7.0
tt10843306	6.2
tt10844584	9.2
tt10844816	5.0
tt10844900	9.1
tt10845656	6.2
tt10845678	7.5
tt10845898	8.8
tt10846014	6.0
tt1084672	2.4
tt1084676	8.4
tt1084677	6.4
tt1084680	6.9
tt1084692	7.0
tt1084697	2.5
tt1084707	5.0
tt1084717	3.9
tt1084722	8.7
tt1084726	6.2
tt10847286	8.0
tt1084733	3.2
tt1084743	8.8
tt1084746	6.8
tt1084757	6.6
tt10847974	8.8
tt1084950	6.7
tt10849514	6.2
tt1084952	6.1
tt1084954	6.3
tt1084955	5.6
tt1084963	5.9
tt1084972	6.6
tt10850214	5.9
tt10850518	7.7
tt10850556	7.3
tt10850892	7.8
tt10851276	7.0
tt10851662	7.2
tt10851936	7.6
tt10851964	6.7
tt10852876	6.6
tt10853382	9.9
tt1085362	4.0
tt1085382	6.0
tt1085400	6.3
tt1085403	7.4
tt1085445	6.9
tt1085448	6.7
tt1085459	6.3
tt1085469	5.7
tt1085470	7.7
tt1085491	6.7
tt1085492	4.6
tt1085493	8.1
tt1085496	5.4
tt1085507	6.7
tt1085510	6.4
tt1085515	5.8
tt1085518	5.9
tt1085519	4.0
tt1085525	6.4
tt10855380	7.8
tt10856586	6.8
tt10856726	6.3
tt10857178	8.4
tt1085759	6.0
tt1085762	4.8
tt1085779	5.7
tt1085791	8.1
tt1085799	7.1
tt10858032	6.4
tt1085806	3.8
tt1085811	7.1
tt1085862	6.2
tt10860558	4.4
tt1086214	6.0
tt1086216	5.8
tt1086219	8.1
tt1086241	6.0
tt1086280	5.3
tt1086293	6.2
tt1086313	5.6
tt1086340	6.6
tt1086355	5.6
tt1086363	4.6
tt1086368	3.1
tt1086375	4.6
tt1086384	6.0
tt10864024	5.4
tt10864040	6.5
tt10865226	8.1
tt10865462	7.5
tt1086694	3.3
tt1086695	8.0
tt1086704	4.8
tt1086714	6.6
tt10867504	9.6
tt1086770	7.3
tt1086772	6.5
tt10867768	7.0
tt1086785	7.2
tt1086793	7.6
tt1086796	8.0
tt1086797	5.2
tt1086835	7.2
tt1086839	5.1
tt1086840	4.8
tt1086841	4.2
tt1086846	5.6
tt1086857	7.4
tt1086863	7.0
tt10869364	7.5
tt10869474	9.5
tt10869994	8.1
tt10870258	9.4
tt10870344	8.4
tt10871460	6.5
tt10873530	7.4
tt10873874	9.0
tt10874006	6.6
tt1087430	5.6
tt1087431	1.5
tt1087433	5.9
tt1087438	5.0
tt1087440	4.6
tt1087443	6.7
tt1087444	5.7
tt1087445	2.7
tt1087446	3.4
tt1087447	4.8
tt1087451	5.7
tt1087453	6.7
tt1087455	5.8
tt1087457	6.4
tt1087458	4.4
tt1087461	4.7
tt1087472	2.8
tt1087474	2.5
tt1087475	2.9
tt1087476	6.3
tt1087480	6.3
tt10875002	7.7
tt1087522	2.4
tt1087524	4.8
tt1087525	7.3
tt1087526	5.2
tt1087527	6.7
tt1087553	4.8
tt1087562	4.0
tt1087578	8.0
tt1087585	6.0
tt1087592	4.8
tt1087595	6.5
tt1087635	7.1
tt1087638	5.8
tt1087643	3.7
tt1087646	5.7
tt1087649	4.3
tt10876506	7.4
tt1087651	3.9
tt1087655	4.1
tt1087656	6.6
tt1087659	5.4
tt1087795	5.5
tt10878056	6.3
tt1087815	6.3
tt1087829	6.6
tt1087832	4.4
tt1087833	3.8
tt1087834	6.5
tt1087841	4.7
tt1087842	5.3
tt1087845	2.6
tt1087850	5.2
tt1087851	5.8
tt1087852	6.2
tt1087853	4.6
tt1087856	3.3
tt1087858	4.6
tt1087860	6.5
tt1087861	6.5
tt1087862	8.1
tt1087864	6.1
tt1087865	6.0
tt1087869	6.0
tt1087872	6.3
tt1087873	5.2
tt1087887	5.6
tt1087889	6.3
tt1087890	6.9
tt1087891	6.5
tt1087892	4.9
tt1087894	5.2
tt1087895	7.3
tt1087896	5.3
tt1087898	5.2
tt1087899	6.5
tt1087905	5.1
tt1087906	6.1
tt10879308	8.0
tt10882850	6.4
tt10883004	7.3
tt10883124	6.7
tt10883272	5.0
tt10883286	7.7
tt10883322	6.0
tt10883440	6.6
tt10883506	8.1
tt10883740	6.5
tt10883748	7.0
tt10885124	6.5
tt10885192	3.2
tt10885884	8.8
tt10885994	8.5
tt10886732	3.0
tt10887164	8.4
tt10888400	9.4
tt10888456	6.8
tt10888514	7.1
tt10888554	6.6
tt10888630	6.2
tt10888670	7.5
tt10888684	7.9
tt10889642	5.3
tt1089016	3.8
tt10890570	9.6
tt10892304	3.4
tt10892530	7.1
tt10892766	10.0
tt10895780	7.5
tt10895784	10.0
tt10895830	5.8
tt10896172	8.9
tt1089640	8.2
tt1089677	5.9
tt10897054	8.6
tt1089763	5.4
tt10899680	6.0
tt10900124	8.5
tt10900496	8.2
tt10900526	7.9
tt10901144	7.8
tt10901588	9.4
tt1090190	8.6
tt1090200	6.2
tt1090221	7.0
tt1090233	3.9
tt1090235	7.1
tt1090239	6.4
tt1090246	4.9
tt1090247	6.8
tt10902596	7.0
tt1090269	4.7
tt1090272	6.7
tt1090295	5.1
tt1090298	4.7
tt1090303	7.5
tt1090307	7.6
tt1090310	5.1
tt1090312	4.7
tt1090316	6.2
tt1090318	3.6
tt1090327	3.6
tt1090333	7.2
tt1090341	5.6
tt1090359	6.0
tt10904418	4.9
tt1090634	6.1
tt1090642	6.3
tt1090645	6.5
tt1090646	5.0
tt1090647	6.7
tt1090650	6.3
tt1090652	9.1
tt1090655	3.7
tt1090662	7.3
tt1090671	4.8
tt1090674	4.1
tt1090677	8.3
tt1090679	4.5
tt1090680	6.9
tt1090693	5.8
tt1090695	6.6
tt1090749	5.8
tt1090754	5.1
tt1090757	8.4
tt1090782	6.2
tt1090783	2.4
tt1090788	6.0
tt10910564	8.7
tt10910920	9.4
tt1091171	5.2
tt1091172	5.1
tt1091188	6.2
tt1091191	7.5
tt1091202	5.6
tt1091205	1.9
tt1091207	7.0
tt1091209	7.6
tt1091211	6.9
tt1091212	6.5
tt1091224	4.9
tt1091225	6.7
tt1091228	6.4
tt1091229	4.0
tt1091232	9.0
tt10912414	8.8
tt10912588	6.9
tt10913076	5.8
tt10913484	5.5
tt10913716	7.8
tt10914342	10.0
tt10914482	6.8
tt10915106	5.7
tt10915286	7.8
tt10915928	9.5
tt10916112	7.0
tt10916118	6.7
tt1091616	6.4
tt1091617	3.7
tt10916440	7.0
tt10916452	3.4
tt1091664	5.2
tt1091666	6.5
tt1091668	7.9
tt1091722	6.8
tt1091723	6.4
tt10917276	7.5
tt1091728	3.5
tt1091730	4.8
tt10917334	8.2
tt1091746	6.7
tt1091751	5.3
tt1091752	8.3
tt1091758	5.1
tt1091759	4.6
tt1091763	4.7
tt1091766	6.4
tt1091775	6.9
tt1091777	3.3
tt1091782	6.0
tt1091786	5.3
tt1091793	5.4
tt1091794	5.8
tt1091805	6.6
tt1091814	7.5
tt10918170	9.3
tt1091819	8.2
tt1091821	4.7
tt1091826	5.1
tt1091828	7.1
tt1091840	4.0
tt1091842	4.7
tt10918524	7.8
tt1091856	7.3
tt1091857	5.7
tt1091863	7.2
tt1091864	6.4
tt10919594	9.5
tt1091987	3.7
tt1091989	6.1
tt1091992	6.0
tt1091994	5.2
tt1091996	3.8
tt1091999	6.7
tt1092001	4.6
tt1092002	5.2
tt1092004	7.4
tt1092005	5.1
tt1092006	6.1
tt1092007	7.7
tt1092009	8.1
tt1092011	5.0
tt1092012	6.6
tt1092016	7.2
tt1092018	7.9
tt1092019	7.1
tt1092020	6.2
tt1092021	7.5
tt1092022	5.5
tt1092026	7.0
tt1092027	4.8
tt1092029	5.3
tt1092030	4.4
tt1092031	7.0
tt1092034	5.0
tt1092036	6.5
tt10920376	4.3
tt1092037	7.0
tt1092040	4.2
tt10920456	6.9
tt1092050	7.3
tt1092055	7.6
tt1092059	5.6
tt1092060	7.8
tt10920648	7.2
tt1092081	5.8
tt1092082	6.4
tt1092086	8.7
tt10921098	6.8
tt10921418	8.8
tt10922610	7.1
tt1092266	8.7
tt1092271	4.7
tt1092277	6.0
tt1092278	8.8
tt1092280	6.3
tt1092285	6.8
tt1092287	5.6
tt10923000	8.3
tt1092402	6.2
tt1092403	5.6
tt1092405	6.3
tt1092410	5.0
tt1092411	5.0
tt10924274	7.3
tt10924716	7.6
tt10925174	10.0
tt1092542	4.4
tt10925770	7.1
tt1092577	6.6
tt1092581	6.8
tt10925862	7.3
tt1092601	8.1
tt1092604	3.7
tt1092626	5.4
tt1092628	5.9
tt1092633	5.8
tt1092634	6.4
tt10927122	3.6
tt10927368	5.7
tt10927906	5.8
tt10929798	7.8
tt10930522	8.0
tt10930912	7.7
tt10931434	6.7
tt10932080	8.0
tt1093352	6.5
tt1093354	6.7
tt1093355	4.5
tt1093357	4.9
tt1093361	6.8
tt1093362	7.7
tt1093366	5.4
tt1093369	6.0
tt1093370	7.9
tt1093373	7.1
tt1093374	6.1
tt1093381	7.3
tt1093382	6.8
tt1093383	6.8
tt1093387	5.9
tt1093394	5.0
tt1093396	7.3
tt10934482	9.0
tt10934914	8.9
tt10935954	9.2
tt10936658	6.4
tt1093803	6.5
tt1093812	7.4
tt1093814	7.7
tt1093815	6.8
tt1093818	7.3
tt1093819	7.5
tt1093824	7.7
tt1093830	8.1
tt1093831	7.4
tt1093836	7.4
tt1093837	7.1
tt1093842	7.6
tt1093849	7.1
tt1093869	7.5
tt1093902	6.9
tt1093904	6.6
tt1093906	3.2
tt1093908	5.9
tt10940702	3.1
tt1094172	3.8
tt1094184	7.2
tt1094194	7.5
tt1094196	6.1
tt1094206	6.7
tt10942070	8.7
tt10942220	8.4
tt1094235	8.1
tt1094238	6.4
tt1094239	7.3
tt1094241	7.0
tt1094246	7.1
tt1094256	5.9
tt1094257	6.0
tt1094262	5.9
tt1094263	6.8
tt1094265	3.8
tt1094267	5.1
tt1094268	6.1
tt1094270	6.8
tt1094271	7.9
tt1094275	7.0
tt1094277	6.5
tt1094278	7.1
tt1094281	7.0
tt1094284	7.1
tt1094285	8.4
tt1094286	6.6
tt1094291	6.6
tt1094294	5.3
tt1094295	5.9
tt1094296	3.9
tt1094297	7.1
tt1094298	7.6
tt10943680	6.0
tt10944714	5.4
tt1094576	7.3
tt1094586	7.1
tt1094588	6.8
tt1094592	6.7
tt1094594	8.6
tt1094595	5.9
tt1094597	5.6
tt1094598	3.5
tt1094615	7.6
tt1094621	6.5
tt1094624	8.2
tt1094625	5.2
tt1094626	4.1
tt1094627	7.3
tt10946280	9.3
tt1094629	7.0
tt1094635	7.0
tt1094640	5.3
tt1094643	7.4
tt1094648	8.1
tt1094655	7.5
tt1094656	6.4
tt1094662	6.3
tt1094666	7.0
tt1094668	6.1
tt10947750	8.6
tt10948202	6.2
tt10948212	2.7
tt10948314	6.5
tt10948366	4.1
tt10949778	8.5
tt1094988	5.5
tt1094994	3.9
tt1095001	5.7
tt1095010	6.1
tt1095011	5.5
tt1095018	5.8
tt1095030	7.0
tt1095036	6.1
tt1095038	3.4
tt1095041	4.4
tt1095111	4.0
tt1095174	5.6
tt1095180	7.3
tt1095182	6.1
tt1095217	6.6
tt1095218	2.5
tt10952224	8.6
tt1095225	4.1
tt1095227	6.9
tt1095399	6.0
tt1095403	4.5
tt1095404	6.8
tt1095405	5.9
tt1095408	5.6
tt10954110	9.0
tt1095413	4.9
tt1095414	7.7
tt1095417	7.8
tt1095419	6.6
tt1095421	7.6
tt1095423	5.7
tt1095426	7.6
tt1095427	6.8
tt1095429	6.9
tt1095432	6.5
tt1095442	7.3
tt10954574	9.0
tt1095464	7.8
tt1095477	7.9
tt1095496	7.6
tt10955578	5.7
tt10955864	5.4
tt10958102	10.0
tt10958282	6.4
tt10961232	9.3
tt10961918	4.5
tt10963462	6.3
tt10963790	9.1
tt10964190	6.6
tt10964520	7.2
tt10965300	9.2
tt10965328	5.5
tt10968482	9.0
tt1096880	8.5
tt1096902	6.4
tt1096965	6.0
tt1096969	6.0
tt1096971	6.7
tt1096986	6.5
tt1096988	6.1
tt10969906	8.1
tt1096991	4.9
tt1096996	7.4
tt1096997	5.7
tt1096999	6.9
tt1097000	2.7
tt1097002	5.1
tt1097004	4.0
tt1097006	6.4
tt1097013	5.8
tt1097014	4.8
tt1097015	3.1
tt1097017	3.6
tt1097020	5.8
tt1097021	3.2
tt10971006	4.7
tt1097207	6.9
tt1097209	6.3
tt1097210	7.0
tt1097221	6.1
tt1097222	6.7
tt1097224	6.7
tt1097232	6.6
tt1097239	7.8
tt1097243	7.2
tt1097253	6.2
tt1097254	5.6
tt1097256	7.9
tt1097260	8.1
tt1097261	6.5
tt1097262	3.8
tt1097266	7.3
tt1097267	6.7
tt1097268	6.5
tt1097271	7.6
tt10974556	7.8
tt10975452	8.8
tt10975520	7.0
tt1097606	8.5
tt10976326	4.4
tt1097643	6.9
tt10980820	7.3
tt10981202	6.9
tt1098199	7.1
tt1098200	4.7
tt1098201	3.8
tt1098210	5.3
tt1098212	7.2
tt1098215	7.8
tt1098217	6.1
tt1098218	6.2
tt1098221	8.4
tt1098226	7.4
tt1098313	7.8
tt1098326	5.4
tt1098327	2.5
tt1098337	3.2
tt1098356	5.1
tt1098358	7.3
tt1098360	3.4
tt1098369	7.5
tt10984586	7.8
tt10984600	7.6
tt10984818	7.6
tt10985028	6.4
tt10985740	6.1
tt10986224	7.6
tt10986310	6.6
tt10987184	5.8
tt10987868	6.1
tt10987870	5.7
tt10988088	1.9
tt10989240	7.0
tt10990810	5.6
tt1099196	7.0
tt1099200	5.2
tt1099203	7.5
tt1099204	6.5
tt1099206	5.9
tt1099212	5.2
tt1099226	7.1
tt1099227	5.6
tt1099228	5.4
tt10992386	7.6
tt10994638	2.5
tt10996062	2.5
tt10999260	9.0
tt1099932	6.6
tt10999364	7.8
tt1099948	8.4
tt1099964	6.8
tt1099974	6.6
tt1099982	3.9
tt1099998	5.9
tt1100003	3.3
tt1100022	4.9
tt1100048	7.1
tt1100051	5.1
tt1100053	5.1
tt1100089	7.0
tt1100090	7.8
tt1100092	6.5
tt1100112	6.0
tt1100119	4.7
tt11006022	7.7
tt11006500	6.3
tt11006522	7.5
tt11006998	8.2
tt11007050	5.7
tt11007068	6.5
tt11007198	7.7
tt1100897	8.3
tt1100898	5.2
tt1100902	8.4
tt1100908	6.8
tt11009418	6.3
tt11010206	9.2
tt1101026	6.8
tt1101027	2.6
tt1101031	5.6
tt1101039	4.9
tt1101040	7.1
tt1101041	3.5
tt1101046	6.7
tt11010796	2.2
tt11015584	6.2
tt1101644	5.6
tt1101646	5.0
tt1101654	3.4
tt1101665	7.3
tt1101667	8.6
tt1101669	6.7
tt1101672	7.6
tt1101674	6.1
tt1101675	6.7
tt11018792	6.1
tt11020184	1.9
tt11020466	6.1
tt1102155	7.8
tt1102156	8.6
tt1102158	4.9
tt1102159	2.3
tt1102171	3.2
tt1102185	3.6
tt1102204	6.6
tt1102212	1.7
tt1102219	5.2
tt1102223	4.4
tt11022278	5.3
tt11022284	6.2
tt1102232	4.6
tt1102239	6.1
tt1102243	7.1
tt1102249	4.4
tt1102250	2.7
tt1102252	2.3
tt1102257	3.0
tt1102260	5.4
tt1102265	7.0
tt1102267	3.6
tt1102268	4.9
tt1102276	7.8
tt1102281	4.8
tt1102282	7.1
tt1102286	5.3
tt1102293	5.6
tt1102295	6.6
tt1102296	5.4
tt1102299	5.1
tt1102300	3.7
tt1102307	5.0
tt1102308	7.3
tt1102313	3.4
tt1102314	4.2
tt1102315	6.3
tt1102316	7.5
tt1102317	7.3
tt1102318	4.0
tt1102325	2.8
tt1102328	7.1
tt1102335	6.0
tt1102352	7.7
tt1102354	5.5
tt1102364	5.8
tt1102365	4.4
tt11023720	7.8
tt11023738	5.5
tt11023762	9.0
tt11023800	8.3
tt11023888	8.8
tt11024406	7.9
tt11027072	4.3
tt11027104	4.3
tt11027122	5.8
tt11028234	7.8
tt11029252	5.3
tt11029976	7.4
tt1103145	5.4
tt1103147	5.4
tt1103153	5.4
tt1103165	8.2
tt1103168	8.3
tt11031792	4.9
tt1103192	6.4
tt1103193	6.1
tt1103200	5.3
tt1103204	5.4
tt1103217	4.1
tt1103218	3.3
tt1103221	6.2
tt11032468	6.3
tt1103248	7.7
tt1103255	3.6
tt1103256	4.3
tt1103259	1.3
tt1103262	3.4
tt1103269	7.9
tt1103271	8.0
tt1103272	6.5
tt1103273	5.6
tt1103274	3.8
tt1103275	7.0
tt1103276	7.6
tt11033746	6.7
tt11033952	9.8
tt11039040	6.8
tt1103963	7.1
tt1103981	7.6
tt1103982	5.5
tt1104001	6.8
tt1104006	4.8
tt1104008	8.0
tt1104040	7.4
tt1104044	4.0
tt1104048	6.4
tt1104052	4.8
tt1104055	3.9
tt1104061	5.3
tt1104068	5.4
tt1104069	6.7
tt1104079	6.8
tt1104080	6.0
tt1104082	5.7
tt1104083	6.5
tt1104084	6.2
tt1104085	6.5
tt1104094	7.9
tt1104098	7.2
tt11041006	6.5
tt11041010	8.9
tt11041136	8.5
tt1104118	6.3
tt1104120	6.7
tt1104126	6.5
tt1104144	6.2
tt11041754	7.1
tt11042658	8.9
tt11044428	9.2
tt11045776	4.2
tt11045864	7.0
tt11046300	8.1
tt11046570	9.3
tt1104678	7.7
tt11046788	9.1
tt1104684	3.4
tt1104688	6.1
tt1104694	7.8
tt1104699	3.0
tt1104700	7.3
tt1104712	5.5
tt1104733	6.3
tt1104761	7.5
tt1104763	8.2
tt1104767	7.1
tt1104783	6.4
tt1104806	7.0
tt1104814	5.3
tt1104837	8.0
tt11051582	6.9
tt11051710	6.0
tt11051880	7.8
tt11052174	8.0
tt11052346	6.5
tt11052550	7.4
tt1105259	7.5
tt1105260	8.1
tt1105263	7.2
tt1105273	8.4
tt1105279	7.3
tt11052808	7.5
tt1105281	5.4
tt1105282	5.7
tt1105285	7.8
tt1105288	5.0
tt1105289	4.6
tt1105295	6.5
tt1105296	5.9
tt1105300	6.4
tt1105301	6.1
tt1105304	6.6
tt1105323	4.4
tt11053238	9.7
tt1105324	3.9
tt1105325	5.2
tt1105329	7.3
tt1105355	6.8
tt1105367	4.1
tt1105368	6.7
tt1105369	3.9
tt1105370	7.0
tt1105375	5.6
tt1105380	5.1
tt1105384	3.0
tt1105387	3.7
tt1105388	6.6
tt1105389	3.9
tt1105397	4.5
tt1105512	6.1
tt1105519	7.7
tt1105709	5.4
tt1105710	6.1
tt11057118	7.9
tt1105721	5.2
tt1105723	6.2
tt1105724	8.1
tt1105726	3.1
tt1105727	4.4
tt1105728	4.0
tt1105730	6.2
tt1105731	5.7
tt1105732	6.9
tt1105733	5.2
tt1105734	5.0
tt1105735	3.9
tt1105739	6.0
tt1105740	5.2
tt1105741	4.7
tt1105742	4.0
tt1105743	5.2
tt1105746	6.7
tt1105747	4.1
tt1105748	5.3
tt1105751	7.5
tt1105753	6.5
tt1105762	6.5
tt11058006	7.8
tt11062388	6.8
tt11063806	5.4
tt1106447	6.3
tt11064486	5.7
tt11066130	6.7
tt1106713	7.9
tt11067160	4.8
tt1106754	5.9
tt1106767	2.8
tt1106778	4.2
tt1106815	7.1
tt11068436	8.0
tt1106847	6.0
tt1106860	6.0
